inga,espanol
<CAP>,Capítulo 5
1 Kucha *ialispaka sug ladu chimba chaiagrirkakuna Jerasa suti  alpama.,1 Fueron a la otra orilla del mar a la región de los gadarenos.
2 Jesús ña kanuamanda alpama uraikuuraka wañuskakuna  pambaraiaskanigmanda sug runa kuku wairakuna iaikuska paita tupagrirka.,2 Apenas salido él de la barca de repente le salió al encuentro de entre los sepulcros un hombre con espíritu inmundo.
3 Chi runa wañuskakuna pambaraiaskapimi kaugsakurka. Paita ñi kadinakunawapas mana pudirkakuna wataspa charingapa.,3 Este tenía su morada entre los sepulcros. Y nadie podía atarle ni siquiera con cadenas
4 Ñugpaka achka biajisi  sinchi kadinakunawa wataspa allilla charidur karkakuna. Chasa kagpipas  lim piti pitisi wataskakunatapas ruradur karka. Chimanda ñi maikan wapu  runapas mana pudirkakuna wataspa charingapa.,4 ya que muchas veces había sido atado con grillos y cadenas pero él había hecho pedazos las cadenas y desmenuzado los grillos. Y nadie lo podía dominar.
5 Tukui tuta i punchakuna  lumakuna suiu i pantiunnigmanda kaparispa rumiwa piarispa purikurka.,5 Continuamente de día y de noche andaba entre los sepulcros y por las montañas gritando e hiriéndose con piedras.
6 Chi runaka karumandata Jesusta kawaspa kalpa kaillaiag rispa  paipa ñugpa ladu kungurigrirka.,6 Cuando vio a Jesús desde lejos corrió y le adoró.
7 Sinchi rimaiwa kaparispa nirka:  —Ai kam tukuimanda mas atun Taita Diuspa wambra Jesús ¿imapatak  nuka kaskama samukungi? Diusmanda purdiusllami mañaiki: *mana  nukata sungu nanagta llakichiwakugsamui—.,7 Y clamando a gran voz dijo: — ¿Qué tienes conmigo Jesús Hijo del Dios Altísimo? Te conjuro por Dios que no me atormentes.
8 Jesús chi kuku wairata  ñami niska karka: “Chi runamanda llugsii”. Chimandami chasa nirka.,8 Pues Jesús le decía: — Sal de este hombre espíritu inmundo.
9 Jesuska chi runata tapurka:  —Kam ¿imatak suti kangi?  Chiura ainirka:  —Nuka achka warangakunami suti kani. Iapa achkakunami kanchi.,9 Y le preguntó: — ¿Cómo te llamas? Y le dijo: — Me llamo Legión porque somos muchos.
10 Nispaka Jesusta sinchi mañai kallarirka:  —*Mana kaimanda nukanchita sug luarma kachakui.,10 Y le rogaba mucho que no los enviase fuera de aquella región.
11 Chi ladira ladullapi iapa achka kuchikuna mikuspa purinakurka.,11 Allí cerca de la montaña estaba paciendo un gran hato de cerdos.
12 Nigpika chi runapi kag kuku wairakunaka Jesusta mañarkakuna kasa nispa:  —Nukanchita kachai chi kuchikunapa ukuma iaikugringapa.,12 Y le rogaron diciendo: — Envíanos a los cerdos para que entremos en ellos.
13 Chiura Jesuska sakirka chasa tukungapa. Chasaka chi kuku wairakunaka  ña runamanda llugsispa kuchikunapa ukuma iaikugrirkakuna. *Chiwanka  tukui kuchikuna mai iskai warangasina iapa saia patata kalpaspa kucha iaku  ukuma sitarigrirkakuna. Chipi chukarispa tukui puchukarirkakuna.,13 Jesús les dio permiso. Y los espíritus inmundos salieron y entraron en los cerdos y el hato se lanzó al mar por un despeñadero como dos mil cerdos y se ahogaron en el mar.
14 Chasa kawaspa kuchikunata kawagkunaka mitikuspa puiblunigta  i ñambinigta suiu parlaspa purigrirkakuna. Chasa uiagkunaka rirkakuna  imasa pasariskata kawangapa.,14 Los que apacentaban los cerdos huyeron y dieron aviso en la ciudad y por los campos. Y fueron para ver qué era lo que había acontecido.
15 Jesuspagma chaiagrispaka chi achka  kuku wairakunata llugsichii tukuska runata kawagrirkakuna. Paika allilla  katanga churariska tiakurka; paipa iuiaipas ña allilla. Chasa kawaspaka  iapa mancharirkakuna.,15 Llegaron a Jesús y vieron al endemoniado que había tenido la legión sentado vestido y en su juicio cabal; y tuvieron miedo.
16 Chi imasa pasariskata kawagkunaka willarkaE  kunata kuku wairakunata imasa Jesús llugsichispa kuchikuna ukuma  kachagta.,16 Los que lo habían visto les contaron qué había acontecido al endemoniado y lo de los cerdos
17 Chasa uiaspaka Jesuspagma kaillaiaspa nirkakuna:  —Nukanchipa alpamanda llugsipuai.,17 y ellos comenzaron a implorar a Jesús que saliera de sus territorios.
18 Jesús ña kanuama iaikuska kauraka chi kuku waira llugsichii  tukuska runa paita mañai kallarirka:  —Nukatapas pusawai.,18 Y mientras él entraba en la barca el que había sido poseído por el demonio le rogaba que le dejase estar con él.
19 Jesuska paita ainirka:  —Manima. Kamba wasima rii. Kambakunata willagrii kamta imasa  atun Taita Dius suma llakiiwa kawagta i allilla ruraspa sakigta.,19 Pero Jesús no se lo permitió sino que le dijo: — Vete a tu casa a los tuyos y cuéntales cuán grandes cosas ha hecho el Señor por ti y cómo tuvo misericordia de ti.
20 Chi runaka Dekápolis suti puiblu kuna suiu rispa tukuipi imasa  Jesús paita allilla ruraskata willaspa purigrirka. Chiura tukui uiagkuna  iapa mancharispa ujnarirkakuna.  Jairopa wambra kaugsariskamanda i sug warmi Jesuspa  katangata *llamkaspalla ambiriskamanda,20 El se fue y comenzó a proclamar en Decápolis cuán grandes cosas Jesús había hecho por él y todos se maravillaban.
21 Jesús ña ikuti kucha *ialispa sug ladu chimba chaiag riuraka iapa  achka runakuna paipagma tandarigrirkakuna. Jesús chi iaku patallapi  karka.,21 Cuando Jesús había cruzado de nuevo en la barca a la otra orilla se congregó alrededor de él una gran multitud. Y él estaba junto al mar.
22 Chiura sug tandaridiru wasimanda taita Jairo sutimi paipagma  chaiagrirka. Chi taitaka Jesusta kawaspa paipa chaki ladu kungurispa,22 Y vino uno de los principales de la sinagoga llamado Jairo. Cuando le vio se postró a sus pies
23 sumaglla mañai kallarirka kasa nispa:  —Nukapa warmi wambra ñami wañupuaku. Kamba maki churapuagrii.  Chasaka ambiripuangapami ka.,23 y le imploró mucho diciendo: — Mi hijita está agonizando. ¡Ven! Pon las manos sobre ella para que sea salva y viva.
24 Chiura Jesús chi taitawa rii kallarirka.  Nigpika iapa achka runakuna Jesusta tanganakuiwanta kati kati rinakurka.,24 Jesús fue con él. Y le seguía una gran multitud y le apretujaban.
25 Katichinakugpura sug warmimi sugllapi rikurka. Chi warmi chunga iskai  wata iawar sitaiwa ungug karka.,25 Había una mujer que sufría de hemorragia desde hacía doce años.
26 Tukui ima iukaskata tukuchigpipas ñi  maikan ambigkunapas manima aliachirkakuna. Chasapaka chi ambigkunawa mas ungurispa rikurka.,26 Había sufrido mucho de muchos médicos y había gastado todo lo que tenía y de nada le había aprovechado; más bien iba de mal en peor.
27 Chi warmika Jesusmanda uiaspa chi achka  runakunapa chaugpipi Jesusta kati kati kaillaiaspa katichikurka.,27 Cuando oyó hablar de Jesús vino por detrás de él entre la multitud y tocó su manto
28 “Jesuspa  katangata *llamkaillawami ambirigsamusa”; chasa iuiaspa katiraiarka. Ña  alli kaura paipa katangata *llamkarka.,28 porque ella pensaba: “Si sólo toco su manto seré sanada. ”
29 *Llamkagllapi chi ungui ambirirka.  Chi warmi kikinpa kuirpupi ungui ambiriska iuiachirigsamurka.,29 Al instante se secó la fuente de su sangre y sintió en su cuerpo que ya estaba sana de aquel azote.
30 Chasa ambirigllapi Jesuska paipa iachaillawa maikan ambiriskata  iuiachirispa katiraiagkunata tigraspa tapurka:  —¿Pitak nukapa katangata *llamkawarka?,30 De pronto Jesús reconociendo dentro de sí que había salido poder de él volviéndose a la multitud dijo: — ¿Quién me ha tocado el manto?
31 Paiwa iachaikugkunaka nirka kuna:  —¿Manachu tukuikuna tanganakuiwanta kamta katiraianakú? Nigpika  ¿imapatak tapukungi: “¿Pitak *llamkawarka?”?,31 Sus discípulos le dijeron: — Ves la multitud que te apretuja y preguntas: “¿Quién me tocó? ”
32 Jesuska muiugta kawai aparka pi *llamkagta iachangapa.,32 El miraba alrededor para ver a la que había hecho esto.
33 Chiura chi ambirig warmika manchaiwa chugchuspa ña ambiriska  kagta iuiarispa kaillaiaspa Jesusta kungurispa sutipa tukui ima pasariskata willarka.,33 Entonces la mujer temiendo y temblando sabiendo lo que en ella había sido hecho fue y se postró delante de él y le dijo toda la verdad.
34 Chiura Jesuska nirka:  —Kam warmisita nukamanda suma iuiariskamandami ambirigsamurkangi. Rii mana manchaspalla. Kamba ungui tukui ambiriskami kangi.,34 El le dijo: — Hija tu fe te ha salvado. Vete en paz y queda sanada de tu azote.
35 Jesús *chara rima kugllapi chi taitapa wasimanda chaiag rirka kuna  kasa nispa:  —Kamba wambra ñami wañurka. ¿Imapatak *chara kai iachachig  taitata imapas mañakunkangi?,35 Mientras él aún hablaba vinieron de la casa del principal de la sinagoga diciendo: — Tu hija ha muerto. ¿Para qué molestas más al Maestro?
36 Jesuska paikunata chasa uiaspa chi taitata nirka:  —*Mana llakikui. Nukamanda suma iuiawai.,36 Pero Jesús sin hacer caso a esta palabra que se decía dijo al principal de la sinagoga: — No temas; sólo cree.
37 Chasa nispaka tukuikunata mi sakirka. Pedro Santiago i waugkindi  Juanllatami pusaspa rirka.,37 Y no permitió que nadie le acompañara sino Pedro Jacobo y Juan el hermano de Jacobo.
38 Chi wasima chaiagriuraka iapa killachinakugta uiarinakurka. Sinchi llakiiwa kaparispa wakanakurka.,38 Llegaron a la casa del principal de la sinagoga y él vio el alboroto y los que lloraban y lamentaban mucho.
39 Jesuska  ukuma iaikuspa nirkakunata:  —¿Imapatak wakaspa killachinakungichi? Chi wambra mana wañuska  kanchu. Puñuillami puñuku.,39 Y al entrar les dijo: — ¿Por qué hacéis alboroto y lloráis? La niña no ha muerto sino que duerme.
40 Uiagkuna paita asirka kuna. Jesuska tukuikunata nirka:  —Kanchama llugsiichi—. Nispaka wambrapa taita i mama i paiwa sugkuna  kaskakunallata pusaspa wambra kaskama iaikugrirka.,40 Ellos se burlaban de él. Pero él los sacó a todos y tomó al padre y a la madre de la niña y a los que estaban con él y entró a donde estaba la niña.
41 Chi wambrata makimanda apispa nirka— Talita kum—. Chi niraianmi: “Wambrita niikimi: atarii”.,41 Tomó la mano de la niña y le dijo: — Talita cumi — que traducido es: Niña a ti te digo levántate — .
42 Chasa nigllapika chi wambra atarirka. Atarispaka purii kalla rirka.  Ña chunga iskai watami iukarka. Chasa kawaspaka chipi kagkuna iapa  mancharispa ujnarirkakuna.,42 Y en seguida la niña se levantó y andaba pues tenía doce años. Y quedaron atónitos.
43 Jesuska nirkakunata:  —Chi wambrata mikui karaichi—. Kasapasmi nirkakunata— Chasa  kawaskata ¡ujalallapas sugkunata willanakungichi!  Jesús kikinpa puiblupi wabutii tukuskamanda,43 El les mandó estrictamente que nadie lo supiese y ordenó que le diesen a ella de comer.
<CAP>,Capítulo 6
1 Chimanda llugsispaka Jesús kikinpa puibluma chaiag rirka. Paita  katiraiagkunapas katirkakuna.,1 Salió de allí y fue a su tierra y sus discípulos le siguieron.
2 Warda punchaka Jesús tandaridiru  wasima iaikuspa iapa achkakunata iachachii kallarirka. Paita uiaspa  tukuikuna iapa ujnarispa kasami kikinpura tapurinakurka:  —Kai runa ¿maipisik chituku iachaikugrirka? ¿Imawasik chituku  suma iachaiwa tukurka? ¿Imawasik chituku mana imaurapas kawaskasina rurai pudí?,2 Y cuando llegó el sábado él comenzó a enseñar en la sinagoga; y muchos quedaban atónitos cuando le oían y decían: — ¿De dónde le vienen a éste estas cosas? ¿Qué sabiduría es ésta que le ha sido dada? ¡Cuántas obras poderosas son hechas por sus manos!
3 ¿Manachu karpintiru ka? ¿Manachu Mariapa wambra  ka? ¿Manachu Santiago José Judas i Simonpa waugkindi ka? ¿Manachu  paipa panindikunapas kaillapita nukanchiwa kankuna?—. Chasa nispaka Jesusta mana munarkakuna pai ima iachachikuskata uiangapa.,3 ¿No es éste el carpintero hijo de María y hermano de Jacobo de José de Judas y de Simón? ¿No están también sus hermanas aquí con nosotros? Y se escandalizaban de él.
4 Mana uiag manda kuna Jesuska kasa mi nirka kunata:  —Santu Ispirituwa rimagtaka sugnigta puriskapi sumaglla kuiaspami uiankuna. Ikuti kikinpa alpapi kikinpa wasipi kikinpurakuna mana  munankunachu uiangapa.,4 Pero Jesús les decía: — No hay profeta sin honra sino en su propia tierra entre sus familiares y en su casa.
5 Chimanda Jesús chi puiblupi mana milagru kuna rurarka. Mailla  ungugkunata maki churaspa ambirka.,5 Y no pudo hacer allí ningún hecho poderoso sino que sanó a unos pocos enfermos poniendo sobre ellos las manos.
6 Chi runakuna paimanda mana  suma uiagmanda ujnarirka.  Jesús agllaskakunata pai kachaskamanda  Chimanda llugsispaka chi suiulla kaugsanakuskata iachachispa purikurka.,6 Estaba asombrado a causa de la incredulidad de ellos. Y recorría las aldeas de alrededor enseñando.
7 Chunga iskai pai agllaskakunata kaiaspa iskai iskai kachai  kallarirka. Kachakuspaka paipa iachaita kararkakunata kuku wairakunata llugsichingapa.,7 Entonces llamó a los doce y comenzó a enviarlos de dos en dos. Les daba autoridad sobre los espíritus inmundos.
8 Kasami nirkakunata:  —*Mana apanakuichi tanda jigra kulki ñi imapas ñambipa.  *Tawinalla makipi charirispa riichi.,8 Les mandó que no llevasen nada para el camino: ni pan ni bolsa ni dinero en el cinto sino solamente un bastón;
9 Chakikunapi churaridirukar churaringichi. Katangapas imasa churariska kaskallawa ringichi.,9 pero que calzasen sandalias y que no vistiesen dos túnicas.
10 Kasapasmi nirka kunata:  —Maikan wasipi iaikuspaka chi wasillapi kangichi chi puiblumanda sugsinama llugsinkama.,10 Y les decía: “Dondequiera que entréis en una casa posad en ella hasta que salgáis de aquel lugar.
11 Ikuti maipi kamkunata mana chaskingapa u uiangapa  munaskakunapagpika chi puiblumanda llugsikuspa chakipi alpa llutaraiaskata  chabsispa paikunata willagsina kawachingichi mana alli rurag kagtakuna.,11 Cualquier lugar que no os reciba ni os oiga saliendo de allí sacudid el polvo que está debajo de vuestros pies para testimonio contra ellos. ”
12 Chi kachai tukuska kunaka purii kallarirka kuna kasa iuiachispa:  —Pandariikunata sakispa Taita Diuswa tigramuichi—.,12 Entonces ellos salieron y predicaron que la gente se arrepintiese.
13 Chasallata achka kuku wairakunata llugsichispa achka ungugkunata asitiwa  kakuspa ambispa purirkakuna.  Juan Bautista imasa wañuchii tukuskamanda,13 Echaban fuera muchos demonios y ungían con aceite a muchos enfermos y los sanaban.
14 Jesús iapa suma ruraspa purikuskamanda tukuipimi iacharigsamurka.  Chasa parlanakuskata uiaspa mandag Herodeska paimanda nirka:  —Chimi kangapa ka Juan Bautista. Wañuspaka ikuti kaugsariskami  kangapa ka. Chimandami mana imaurapas kawaskasina ruraspa puriku.,14 El rey Herodes oyó de Jesús porque su nombre había llegado a ser muy conocido. Unos decían: “Juan el Bautista ha resucitado de los muertos y por esta razón operan estos poderes en él. ”
15 Sugkuna Jesusmanda nina kurka:  —Ñugpamanda Santu Ispirituwa rimag Eliasmi kangapa ka.  Ikuti sugkunaka ninakurka:  —Ñugpata tiarka Santu Ispirituwa rimagkuna; chasallata rimagchar ka.,15 Otros decían: “Es Elías. ” Mientras otros decían: “Es profeta como uno de los profetas. ”
16 Herodeska chasa uiaspa nikurka:  —Juanmi sutipa kangapa ka. Paipa umata nukami anchuchingapa  kacharkani. Pai Juanmi ikuti kaugsariska kangapa ka.,16 Pero cuando Herodes oyó esto dijo: “¡Juan a quien yo decapité ha resucitado! ”
17 Manara Jesusmanda iacharigpi Herodeska kacharka Juanta apispa  karsilpi churangapa. Erodías suti warmipa kaugsasi chasa rurarka. Chi warmi  karkasi Felipepa warmi. Chi Felipe Herodespa waugkisi karka. Chi warmika  Herodeswasi kasararka.,17 Porque Herodes mismo había mandado prender a Juan y lo había encadenado en la cárcel por causa de Herodía la mujer de su hermano Felipe; porque se había casado con ella.
18 Chimandasi Juanka Herodesta piñaspa nikurka:  —Kamta michanmi kamba waugkipa warmiwa kaugsakungapa.,18 Pues Juan le decía a Herodes: “No te es lícito tener la mujer de tu hermano. ”
19 Chasa piñakugmanda chi warmi iapa rabiawa munakurka Juanta wañuchichingapa. Chasa munakuspapas manasi pudikurka.,19 Pero Herodía le acechaba y deseaba matarle aunque no podía;
20 Kikin  Herodeska Juanmanda tukuipi allilla rurag i iuiag kagta iachaspaka paita  manchaspa imasapipas kispichikurka. Juanta uiaspaka mana iacharikurka  ima ruranga. Chasa kagpipas Juan rimaskata iacharka kuntintulla uianga.,20 porque Herodes temía a Juan sabiendo que era hombre justo y santo y le protegía. Y al escucharle quedaba muy perplejo pero le oía de buena gana.
21 Chi warmi imasa iuia kuskasina paimanda puncha kasasi cha-  iarka. Herodes tiagsamuska puncha chaiaura paika kati mandagkunata  suldadukunata mandagkunata i Galilea alpamanda taitakunata kunbidaspa achka suma mikui kararkakunata.,21 Llegó un día oportuno cuando Herodes en la fiesta de su cumpleaños dio una cena para sus altos oficiales los tribunos y las personas principales de Galilea.
22 Tukui kunbidaskakuna  kawaspa tianakunkama chi warmipa sipas warmi wambra chi ukupi  iaikugrispa iapa sumasi bailarka. Chasa bailagmanda mandag Herodesta  i paiwa mikunakuskata iapasi sumarka. Chiura paika sipasta nirka:  —Kam ima munaska mañawai; karasakimi—.,22 Entonces la hija de Herodía entró y danzó y agradó a Herodes y a los que estaban con él a la mesa; y el rey le dijo a la muchacha: — Pídeme lo que quieras y yo te lo daré.
23 Sipasta ikuti kasapassi  nirka— Taita Diuspa ñawipimi niiki: kam ima mañawaskami karasaki.  Nuka mandakuska alpata chaugpipasmi karasaki.,23 Y le juró mucho: — Todo lo que me pidas te daré hasta la mitad de mi reino.
24 Chasa uiaspaka chi sipaska llugsispa mamandita tapug rirka:  —¿Imatak mañasa?  Chi warmika ainirka:  —Juan Bautistapa umata mañai.,24 Ella salió y dijo a su madre: — ¿Qué pediré? Y ésta dijo: — La cabeza de Juan el Bautista.
25 Chasa uiaspaka kalpalla iaikug rispa mandagta mañarka:  —Kasami munani: kunauralla Juan Bautistapa umata platupi karawai.,25 En seguida ella entró con prisa al rey y le pidió diciendo: — Quiero que ahora mismo me des en un plato la cabeza de Juan el Bautista.
26 Mana pai iuiakuskasina mañagmanda iapasi llakirigsamurka. Kikin Taita  Diuspa ñawipi niskata paiwa kagkuna uianakugmanda mana alli karka sipasta:  “Mana” ningapa.,26 El rey se entristeció mucho pero a causa del juramento y de los que estaban a la mesa no quiso rechazarla.
27 Chasaka chiuralla sug suldaduta kacharka kasa nispa:  —Juanta kunga anchuchispa umata apagrii—. Chasa uiangallawa  karsilma rispa umata anchuchigrirka.,27 Inmediatamente el rey envió a uno de la guardia y mandó que fuese traída su cabeza. Este fue le decapitó en la cárcel
28 Chita platupi apaspa sipastasi  kuagrirka. Sipas chaskispa mamanditasi kuagrirka.,28 y llevó su cabeza en un plato; la dio a la muchacha y la muchacha se la dio a su madre.
29 Juanwa purigkuna  chasa pasarigta iachaspaka kuirputa apagrispa pambagrirkakuna.  Pichka waranga runakunata Jesús mikungapa karaskamanda,29 Cuando sus discípulos oyeron esto fueron y tomaron su cuerpo y lo pusieron en un sepulcro.
30 Jesús kachaska runa kuna paipagma ikuti chaiag rispaka tukui  imasa ruraspa i iachachispa puriska willagrirkakuna.,30 Los apóstoles se reunieron con Jesús y le contaron todo lo que habían hecho y lo que habían enseñado.
31 Chipi iapa achka  runakuna chaiaspa i llugsispa purinakugmanda mana iukarkakuna ñi  imasa mikunga. Chimanda Jesuska pai agllaskakunata nirka:  —*Akushi nukanchilla maipi mana runakuna tiaskama. Chipika  samarisunchimi.,31 El les dijo: — Venid vosotros aparte a un lugar desierto y descansad un poco. Porque eran muchos los que iban y venían y ni siquiera tenían oportunidad para comer.
32 Chasa paikuna kanuapi iaikuspa maikan runapas mana kaugsanakuska  alpama rirkakuna paikunalla kangapa.,32 Y se fueron solos en la barca a un lugar desierto.
33 Rinakugta kawaspaka achka runakuna  maima ringapa kaskata iachaspa tukui ladullapi puiblu suiunigmanda chakillawa  kalpaspa rirkakuna. Chasaka paikunapa ñugpa chaiagrirkakuna.,33 Pero muchos les vieron ir y les reconocieron. Y corrieron allá a pie de todas las ciudades y llegaron antes que ellos.
34 Jesús kanuamanda llugsiura iapa achka runakuna kawarirka. Sitaska ubijakunasina ñi pipas  mana kawangapa tiagsinami karkakuna. Paikunata chasa kawaspaka Jesús iapa  llakirigsamurka. Nispaka achka imakuna allilla iachachii kallarirkakunata.,34 Cuando Jesús salió vio una gran multitud y tuvo compasión de ellos porque eran como ovejas que no tenían pastor. Entonces comenzó a enseñarles muchas cosas.
35 Ña chisia kuuraka Jesusta katiraiagkuna kaillaiaspa nirka kuna:  —Kai suiu ñi pipas mana kaugsanakunchu. Ñami chisi ka.,35 Como la hora era ya muy avanzada sus discípulos se acercaron a él y le dijeron: — El lugar es desierto y la hora avanzada.
36 Kai runakunata  kachai kai suiulla kaugsanakuska wasikunama mikui randispa mikuchukuna.,36 Despídelos para que vayan a los campos y aldeas de alrededor y compren para sí algo que comer.
37 Jesuska nirka kunata:  —Kamkuna paikunata mikui karaichi.  Paikunaka ainirkakuna:  —¿Iskai *patsa puncha ganaska kulkiwa tanda randigrispachu paikunata karasunchi?,37 El les respondió y dijo: — Dadles vosotros de comer. Le dijeron: — ¿Que vayamos y compremos pan por doscientos denarios y les demos de comer?
38 Jesuska nirka kunata:  —Kawagriichi: ¿maituku tandatak tiapungichita?  Kawagrispaka nigrirkakuna:  —Pichka tanda i iskai chalwallami tia.,38 El les dijo: — ¿Cuántos panes tenéis? Id y vedlo. Al enterarse le dijeron: — Cinco y dos pescados.
39 Chiura Jesuska nirka kunata:  —Tukuikunata achka achka sugllapi sugllapi suma ugsapi tiarichiichi.,39 El les mandó que hiciesen recostar a todos por grupos sobre la hierba verde.
40 Chasa uiaspaka *patsa patsa i pichka chunga pichka chunga tiarichirkakunata.,40 Se recostaron por grupos de cien en cien y de cincuenta en cincuenta.
41 Nigpi Jesuska chi pichka tandata i iskai chalwata charirispa  awasinama kawaspa “Pai Siñur” Taita Diusta nirka. Tandakunata pitichispaka  katiraiagkunata kuaspa richirka tukuikunata karaspa apangapa. Iskai chalwatapas chasallata tukuikunata karaspa richirka.,41 Y él tomó los cinco panes y los dos pescados y alzando los ojos al cielo bendijo y partió los panes. Luego iba dando a sus discípulos para que los pusiesen delante de los hombres y también repartió los dos pescados entre todos.
42 Tukuikunami sagsagta mikurka kuna.,42 Todos comieron y se saciaron
43 Nispaka chunga iskai saparu  junda piti pitikuna tandachirkakuna.,43 y recogieron doce canastas llenas de los pedazos de pan y de los pescados.
44 Chi tandakunata mai pichka  waranga karikunami mikurkakuna.  Iaku kuchapi Jesús chakiwa saruspa awalla puriskamanda,44 Y los que comieron los panes eran como cinco mil hombres.
45 Tanda puchuskata tandachigllapi Jesuska paita katiraiagkunata nirka:  —Kanuama iaikuichi. Sug ladu chimba Betsaida puibluma *ialiichi. Nukaka  kai tukui runakunata: “Kaiakama” nispa kachasakunata—.,45 En seguida obligó a sus discípulos a subir en la barca para ir delante de él a Betsaida en la otra orilla mientras él despedía a la multitud.
46 Chi runakunata kachaspaka sug lumama rirka paipa Taita Diuswa rimanakungapa.,46 Y habiéndose despedido de ellos se fue al monte a orar.
47 Chi tutaka Jesús sapalla chi lumapi karka. Katiraiagkunaka kanuapi kucha  chaugpipi bugaspa rinakurka.,47 Al caer la noche la barca estaba en medio del mar y él solo en tierra.
48 Iapa sinchi waira ñugpagnigmanda arkakugmandami iapa saikuska rinakurka. Chasa kawaspaka Jesuska ña pakaringama  chi iakupi awalla chakiwa saruspa saruspa paikunapagma ña chaiakugrirka.  Paikuna kaska karullapi *ialingapa kagsina rigchakurka.,48 Viendo que ellos se fatigaban remando porque el viento les era contrario a eso de la cuarta vigilia de la noche él fue a ellos caminando sobre el mar y quería pasarlos de largo.
49 Paikunaka chasa  iakupi saruspa awalla rikugta kawaspa iuianakurka: “Sug wairachar ka”. Iapa  mancharispami kaparirkakuna.,49 Pero cuando ellos vieron que él caminaba sobre el mar pensaron que era un fantasma y clamaron a gritos;
50 Tukuikunami paita chasa kawarkakuna.  Kaparigllapi Jesuska nirkakunata:  —Sinchi iuiaichi. Nukami kani. *Mana manchanakuichi.,50 porque todos le vieron y se turbaron. Pero en seguida habló con ellos y les dijo: “¡Tened ánimo! ¡Yo soy! ¡No temáis! ”
51 Chasa nispaka paikuna rinakuska kanuapi iaikugrirka. Chiura wairapas  kasillaiagsamurka. Chasa kawaspaka iapa ujnarigsamurkakuna.,51 Y subió a ellos en la barca y se calmó el viento. Ellos estaban sumamente perplejos
52 Jesús tandakunata achkaiachigsamuska ima niraiaskata manara iuiai apiska kaspami chasa  ujnarirkakuna. Paikunapa iuiaika *charami iana tutapisina karkakuna.  Jenesaret alpapi Jesús ungugkunata ambiskamanda,52 pues aún no habían comprendido lo de los panes; más bien sus corazones estaban endurecidos.
53 Kucha *ialispaka sug ladu chimba Jenesaret suti alpama chaiagrirkakuna.  Chipika kuchupi kanuata watagrirkakuna.,53 Y cuando cruzaron a la otra orilla llegaron a la tierra de Genesaret y amarraron la barca.
54 Kanuamanda llugsiska kagllapi chipi kagkunaka Jesusta rigsirkakuna.,54 Pero cuando ellos salieron de la barca en seguida le reconocieron.
55 Chi suiulla paipura willanakuspa  kalpalla rirkakuna. Nispaka ungugkunata chakanakunapi apai kallarirkakuna maipi Jesús kagta iachaskama.,55 Recorrieron toda aquella región y comenzaron a traer en camillas a los que estaban enfermos a donde oían que él estaba.
56 Maikan atun u uchulla puiblupi maipi  runakuna kaugsanakuskapi Jesús *ialingapa kaskanigta ungugkunata churarkakuna. Jesús *ialikuura ungugkunapas paita mañanakurka:  —Kamba katanga puntallapas sakiwai *llamkangapa—. *Chiwanka  tukui *llamkagkuna ambirigsamurkakuna.  Runakunapa sungumanda jiru iuiaikuna  llugsiskami Diuspa ñawipi mapa niraiá,56 Dondequiera que entraba ya sea en aldeas o ciudades o campos ponían en las plazas a los que estaban enfermos y le rogaban que sólo pudiesen tocar el borde de su manto. Y todos los que le tocaban quedaban sanos.
<CAP>,Capítulo 7
1 Sug fariseokuna i Moisés ima niskata iachachig taita kuna Jeru-  salenmanda chaiagrispaka Jesuspagma kaillaiagrirkakuna.,1 Se juntaron a Jesús los fariseos y algunos de los escribas que habían venido de Jerusalén.
2 Jesusta  sug katiraiagkuna mana maki maillarispalla mikunakurka. Chasa  ñugpamandakuna imasa iachachiskasina mana ruranakurka. Chasa  kawaspa chi runakunaka iapa mana allilla paikunamanda rimanakurka.,2 Ellos vieron que algunos discípulos de él estaban comiendo pan con las manos impuras es decir sin lavar.
3 (Fariseokuna i tukui judiukunapas ñugpa manda kuna imasa  iachachiskasina maki maillarispami mikunkuna.,3 Pues los fariseos y todos los judíos si no se lavan las manos hasta la muñeca no comen porque se aferran a la tradición de los ancianos.
4 Chasallata wasimanda llugsispa ikuti mainigmandapas chaiagrispaka mana maki  maillarispalla mana mikunkunachu. Achka ñugpamandakuna imasa  iachachiskasinami chasallata rurankuna; imasami wisinga manga iura  pailakuna i puñudiru kawitukunata maillai iukankuna: chasa.),4 Cuando vuelven del mercado si no se lavan no comen. Y hay muchas otras cosas que aceptaron para guardar como los lavamientos de las copas de los jarros y de los utensilios de bronce y de los divanes.
5 Chasa ruradiru kag manda mi chi runa kuna Jesusta tapurka kuna:  —Kamta katiraiagkuna ¿imapatak ñugpamandakuna imasa iachachiskasina mana ruraspa kaugsanakú? Mana maki maillarispallami mikunakú.,5 Le preguntaron los fariseos y los escribas: — ¿Por qué no andan tus discípulos de acuerdo con la tradición de los ancianos sino que comen pan con las manos impuras?
